Sample.me,ImmGen.Nomenclature,Cell.Family,Organ,Sorting.Markers,Organism.Treatment,Lab,Note,Cell.Treatment,Genetic.Variation,sample_id,Well,Owner,Batch_Number,Total_read_pairs,Uniquely_mapped_pairs,Uniquely_mapped_pct,Num_genes_over_ten,Num_genes_over_zero,TIN_mean,TIN_median,TIN_stdev,Reason
DC.CD103+CD11b-.MLN#3,DC.8a-103-.MLN#1,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b+,none,Paidassi,7 mice pooled for this sample,none,none,000008530569_D06,D06,Helena Paidassi,Batch28,10693128,6462576,60.44,11549,26742,49.72805273,51.55547024,21.43713254,
DC.CD103+CD11b-.MLN#4,DC.8a-103-.MLN#2,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b+,none,Paidassi,8 mice pooled for this sample,none,none,000008530569_E06,E06,Helena Paidassi,Batch28,17974511,11322303,62.99,13327,22800,55.68922443,60.62717258,22.68406663,
DC.CD103+CD11b-.MLN#5,DC.8a-103-.MLN#3,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b+,none,Paidassi,8 mice pooled for this sample,none,none,000008550869_C04,C04,Helena Paidassi,Batch42,13314303,9600208,72.1,11269,18915,60.08276157,64.1225573,20.8086358,
DC.CD103+CD11b-.MLN#6,DC.8a-103-.MLN#4,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b+,none,Paidassi,8 mice pooled for this sample,none,none,000008550869_D04,D04,Helena Paidassi,Batch42,7117019,5082280,71.41,9617,17741,54.62687039,58.43952151,23.02018594,Replicate Analysis
DC.CD103+CD11b-.PP#3,DC.8a-103-.PP#1,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b+,none,Paidassi,7 mice pooled for this sample,none,none,000008530569_D07,D07,Helena Paidassi,Batch28,11072415,7086902,64.01,11941,23045,58.97326983,62.40250557,18.51827905,
DC.CD103+CD11b-.PP#4,DC.8a-103-.PP#2,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b+,none,Paidassi,8 mice pooled for this sample,none,none,000008530569_E07,E07,Helena Paidassi,Batch28,59439,711,1.2,2,,0,0,0,Total read pairs (<2million)
DC.CD103+CD11b-.PP#5,DC.8a-103-.PP#3,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b+,none,Paidassi,8 mice pooled for this sample,none,none,000008550869_C05,C05,Helena Paidassi,Batch42,12172454,8674335,71.26,11094,17091,62.21591203,67.32858626,21.19560665,
DC.CD103+CD11b-.PP#6,DC.8a-103-.PP#4,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b+,none,Paidassi,8 mice pooled for this sample,none,none,000008550869_D05,D05,Helena Paidassi,Batch42,5696091,4090596,71.81,10230,17027,54.23900786,57.83480522,23.43071689,
DC.CD103+CD11b+.MLN#3,DC.8a-103+.MLN#1,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103+ CD11b+,none,Paidassi,7 mice pooled for this sample,none,none,000008530569_B06,B06,Helena Paidassi,Batch28,18107973,12149751,67.1,12492,22620,59.23856867,63.38164533,20.64960535,
DC.CD103+CD11b+.MLN#4,DC.8a-103+.MLN#2,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103+ CD11b+,none,Paidassi,8 mice pooled for this sample,none,none,000008530569_C06,C06,Helena Paidassi,Batch28,14102497,9635402,68.32,11750,19737,56.27070189,60.00478732,20.85815914,
DC.CD103+CD11b+.MLN#5,DC.8a-103+.MLN#3,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103+ CD11b+,none,Paidassi,8 mice pooled for this sample,none,none,000008550869_A04,A04,Helena Paidassi,Batch42,11589793,8392437,72.41,11049,17689,59.96407308,64.64663679,21.19608204,
DC.CD103+CD11b+.MLN#6,DC.8a-103+.MLN#4,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103+ CD11b+,none,Paidassi,8 mice pooled for this sample,none,none,000008550869_B04,B04,Helena Paidassi,Batch42,13029411,9293139,71.32,12089,25283,59.95881951,64.20109062,20.56725369,
DC.CD103+CD11b+.PP#3,DC.8a-103+.PP#1,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103+ CD11b+,none,Paidassi,7 mice pooled for this sample,none,none,000008530569_B07,B07,Helena Paidassi,Batch28,17434128,11781774,67.58,12591,22694,66.53345898,71.47375052,18.17004997,
DC.CD103+CD11b+.PP#4,DC.8a-103+.PP#2,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103+ CD11b+,none,Paidassi,8 mice pooled for this sample,none,none,000008530569_C07,C07,Helena Paidassi,Batch28,219110,180,0.08,1,,1.796117562,1.796117562,0,Total read pairs (<2million)
DC.CD103+CD11b+.PP#5,DC.8a-103+.PP#3,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103+ CD11b+,none,Paidassi,8 mice pooled for this sample,none,none,000008550869_A05,A05,Helena Paidassi,Batch42,10726686,7522889,70.13,11039,17704,61.17620553,66.15825788,21.36487675,
DC.CD103+CD11b+.PP#6,DC.8a-103+.PP#4,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103+ CD11b+,none,Paidassi,8 mice pooled for this sample,none,none,000008550869_B05,B05,Helena Paidassi,Batch42,13666666,9696069,70.95,12212,24798,62.48149331,66.98188773,19.91312319,
DC.CD103-CD11b+.MLN#3,DC.8a-103-11b-.MLN#1,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b-,none,Paidassi,7 mice pooled for this sample,none,none,000008530569_F06,F06,Helena Paidassi,Batch28,15260592,9905927,64.91,12906,23160,60.90886229,64.29981644,17.75681502,
DC.CD103-CD11b+.MLN#4,DC.8a-103-11b-.MLN#2,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b-,none,Paidassi,8 mice pooled for this sample,none,none,000008530569_G06,G06,Helena Paidassi,Batch28,19530118,12644086,64.74,14237,23808,64.32278863,68.12229318,17.27345112,
DC.CD103-CD11b+.MLN#5,DC.8a-103-11b-.MLN#3,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b-,none,Paidassi,8 mice pooled for this sample,none,none,000008550869_E04,E04,Helena Paidassi,Batch42,8634905,6156307,71.3,11127,18336,60.41272685,64.63628621,20.96851107,Replicate Analysis
DC.CD103-CD11b+.MLN#6,DC.8a-103-11b-.MLN#4,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b-,none,Paidassi,8 mice pooled for this sample,none,none,000008550869_F04,F04,Helena Paidassi,Batch42,7920905,5527974,69.79,11060,21057,58.56031314,62.65604129,21.1971766,Replicate Analysis
DC.CD103-CD11b+.PP#3,DC.8a-103-11b-.PP#1,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b-,none,Paidassi,7 mice pooled for this sample,none,none,000008530569_F07,F07,Helena Paidassi,Batch28,18990316,13201139,69.52,13165,21564,67.02735925,71.67105347,17.31014415,
DC.CD103-CD11b+.PP#4,DC.8a-103-11b-.PP#2,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b-,none,Paidassi,8 mice pooled for this sample,none,none,000008530569_G07,G07,Helena Paidassi,Batch28,138364,472,0.34,0,,0,0,0,Total read pairs (<2million)
DC.CD103-CD11b+.PP#5,DC.8a-103-11b-.PP#3,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b-,none,Paidassi,8 mice pooled for this sample,none,none,000008550869_E05,E05,Helena Paidassi,Batch42,13034395,9469947,72.65,11945,19006,63.83199897,68.51384527,19.64687643,
DC.CD103-CD11b+.PP#6,DC.8a-103-11b-.PP#4,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b-,none,Paidassi,8 mice pooled for this sample,none,none,000008550869_F05,F05,Helena Paidassi,Batch42,10135677,7275963,71.79,11216,20018,60.75060688,65.54613317,21.36247094,
MF.CD102+F4/80+.PC#3,MF.PC#23,Macrophage,Peritoneal Cavity,CD102+ F4/80+,none,Paidassi,7 mice pooled for this sample,none,none,000008530569_F05,F05,Helena Paidassi,Batch28,18806899,12077708,64.22,12680,23112,62.3447149,65.35725848,17.28503619,
MF.CD102+F4/80+.PC#4,MF.PC#24,Macrophage,Peritoneal Cavity,CD102+ F4/80+,none,Paidassi,8 mice pooled for this sample,none,none,000008530569_G05,G05,Helena Paidassi,Batch28,13937517,9393105,67.39,11932,21982,62.66146397,66.09114611,17.64745297,
MF.CD102+F480+.PC#5,MF.PC#39,Macrophage,Peritoneal Cavity,CD102+ F4/80+,none,Paidassi,8 mice pooled for this sample,,none,000008550869_E03,E03,Helena Paidassi,Batch42,14373098,10474870,72.88,11426,17502,64.94336121,70.35345014,19.12536216,
MF.CD102+F480+.PC#6,MF.PC#40,Macrophage,Peritoneal Cavity,CD102+ F4/80+,none,Paidassi,8 mice pooled for this sample,,none,000008550869_F03,F03,Helena Paidassi,Batch42,14856124,10706322,72.07,11430,18439,64.68480363,69.72018792,19.2134684,
PC.SPM#3,MF.226+II+.PC#1,Macrophage,Peritoneal Cavity,CD11b+ CD115+ MHCII+ CD226+,none,Randolph,,none,none,000008550869_B06,B06,Kiwook Kim,Batch42,13441266,9571477,71.21,10689,16151,62.80054697,68.13034007,20.84729377,
PC.SPM#4,MF.226+II+.PC#2,Macrophage,Peritoneal Cavity,CD11b+ CD115+ MHCII+ CD226+,none,Randolph,,none,none,000008550869_C06,C06,Kiwook Kim,Batch42,15044767,10747914,71.44,11042,17133,63.71651844,68.32181512,19.74700523,
PC.SPM#5,MF.226+II+.PC#3,Macrophage,Peritoneal Cavity,CD11b+ CD115+ MHCII+ CD226+,none,Randolph,,none,none,000008550869_D06,D06,Kiwook Kim,Batch42,6033541,4206677,69.72,9180,13995,55.18889173,59.24423,23.74249734,
PC.SPM#6,MF.226+II+.PC#4,Macrophage,Peritoneal Cavity,CD11b+ CD115+ MHCII+ CD226+,none,Randolph,,none,none,000008550869_E06,E06,Kiwook Kim,Batch42,14290424,10195326,71.34,10790,16660,63.38233755,68.38973601,20.50572756,
MF.ICAM2+480hi.PC#2,MF.226+II+480lo.PC#1,Macrophage,Peritoneal Cavity,CD115+CD11b+F4/80+CD102+MHCIIloCD226-,none,Randolph,480hi and 480lo samples accidentally swapped,none,none,SSF-2004_A10,A10,Kiwook Kim,Batch22,5204094,3626783,69.69,9614,17053,55.00784299,58.53860774,21.11750534,
MF.ICAM2+480hi.PC#1,MF.226+II+480lo.PC#2,Macrophage,Peritoel Cavity,CD115+CD11b+F4/80+CD102+MHCIIloCD226-,none,Randolph,480hi and 480lo samples accidentally swapped,none,none,SSF-2004_H09,H9,Kiwook Kim,Batch22,7351768,5200237,70.73,10171,17729,59.68049037,64.550625,20.25098346,
MF.480+.SP#1,MF.480+.SP#1,Macrophage,Spleen,CD19-Ly6G-CD115- CD45+CD11bloF4/80+MerTK+CD64+,none,Randolph,,none,none,SSF-2004_F09,F9,Kiwook Kim,Batch22,6718602,4766147,70.94,10767,17659,56.67898896,60.22948914,19.47219897,
MF.480+.SP#2,MF.480+.SP#2,Macrophage,Spleen,CD19-Ly6G-CD115- CD45+CD11bloF4/80+MerTK+CD64+,none,Randolph,,none,none,SSF-2004_G09,G9,Kiwook Kim,Batch22,6146819,4641802,75.52,10647,17553,58.36035893,62.44699623,19.18168449,
MF.480+11b+.AT#1,MF.480+11b+.AT#1,Macrophage,Inguil & perigodal adipose tissue,CD19-Ly6G- CD45+CD11b+F4/80+MerTK+CD64+,none,Randolph,,none,none,SSF-2004_F10,F10,Kiwook Kim,Batch22,4536472,2736675,60.33,9558,18153,50.41884102,52.22676699,20.62736837,Single replicate
MF.480+11b+.AT#2,MF.480+11b+.AT#2,Macrophage,Inguil & perigodal adipose tissue,CD19-Ly6G- CD45+CD11b+F4/80+MerTK+CD64+,none,Randolph,,none,none,SSF-2004_G10,G10,Kiwook Kim,Batch22,5402302,2777326,51.41,9467,20460,44.92433258,44.88933838,20.05994208,TIN Median <45
MS.Meso#1,MF.480+64+Lyve1+.MS#1,Macrophage,Mesenteric Sheet,CD45+ CD11b+ CD64+ F4/80+ Lyve1+,none,Randolph,,none,none,000008550869_H07,H07,Kiwook Kim,Batch42,5406142,4204432,77.77,9634,15826,54.46704723,58.15837792,23.32343263,
MS.Meso#2,MF.480+64+Lyve1+.MS#2,Macrophage,Mesenteric Sheet,CD45+ CD11b+ CD64+ F4/80+ Lyve1+,none,Randolph,,none,none,000008550869_A08,A08,Kiwook Kim,Batch42,6700531,4995903,74.56,9759,15776,53.82171158,57.61647303,24.0986158,
MS.Meso#3,MF.480+64+Lyve1+.MS#3,Macrophage,Mesenteric Sheet,CD45+ CD11b+ CD64+ F4/80+ Lyve1+,none,Randolph,,none,none,000008550869_B08,B08,Kiwook Kim,Batch42,8959588,6850901,76.46,10461,16232,59.33007427,64.38581937,22.48643331,
MS.Meso#4,MF.480+64+Lyve1+.MS#4,Macrophage,Mesenteric Sheet,CD45+ CD11b+ CD64+ F4/80+ Lyve1+,none,Randolph,,none,none,000008550869_C08,C08,Kiwook Kim,Batch42,9395782,7070986,75.26,10544,16740,59.59514693,64.91277994,22.01463612,
AT.Epi#1,MF.480+64+MerTK+.AT#1,Macrophage,Epididymal fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,none,Randolph,,none,none,000008550869_F06,F06,Kiwook Kim,Batch42,13381776,9646934,72.09,11837,20473,62.73248602,66.97316897,19.36940825,
AT.Epi#2,MF.480+64+MerTK+.AT#2,Macrophage,Epididymal fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,none,Randolph,,none,none,000008550869_G06,G06,Kiwook Kim,Batch42,8241985,6110587,74.14,10495,18322,56.65185517,60.35241323,22.30298255,
AT.Epi#3,MF.480+64+MerTK+.AT#3,Macrophage,Epididymal fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,none,Randolph,,none,none,000008550869_H06,H06,Kiwook Kim,Batch42,10306505,7610534,73.84,10971,18214,61.55011775,65.78657094,20.07088027,
AT.Mes#1,MF.480+64+MerTK+.MAT#1,Macrophage,Mesenteric Fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,none,Randolph,,none,none,000008550869_D07,D07,Kiwook Kim,Batch42,5476553,3943087,72,9874,17185,52.41259912,55.09481125,22.69325634,
AT.Mes#2,MF.480+64+MerTK+.MAT#2,Macrophage,Mesenteric Fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,none,Randolph,,none,none,000008550869_E07,E07,Kiwook Kim,Batch42,11623692,8365964,71.97,11264,18891,61.5641666,65.72446389,19.9934817,
AT.Mes#3,MF.480+64+MerTK+.MAT#3,Macrophage,Mesenteric Fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,none,Randolph,,none,none,000008550869_F07,F07,Kiwook Kim,Batch42,7281531,5452289,74.88,10438,16853,56.96978285,61.36242365,22.51577263,
AT.Mes#4,MF.480+64+MerTK+.MAT#4,Macrophage,Mesenteric Fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,none,Randolph,,none,none,000008550869_G07,G07,Kiwook Kim,Batch42,6276652,4599748,73.28,10605,16758,54.71133617,58.01796139,22.51039379,
AT.Ing#1,MF.480+64+MerTK+.WAT#1,Macrophage,Inguil fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,none,Randolph,,none,none,000008550869_A07,A07,Kiwook Kim,Batch42,8996646,6547193,72.77,10579,16693,59.07393996,63.41409682,21.76103173,
AT.Ing#2,MF.480+64+MerTK+.WAT#2,Macrophage,Inguil fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,none,Randolph,,none,none,000008550869_B07,B07,Kiwook Kim,Batch42,9463806,7022132,74.2,11246,18430,60.68668026,65.12917803,20.80140972,
AT.Ing#3,MF.480+64+MerTK+.WAT#3,Macrophage,Inguil fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,none,Randolph,,none,none,000008550869_C07,C07,Kiwook Kim,Batch42,11573604,8543925,73.82,11017,18542,61.53492354,65.98517212,20.68034264,
V1#1,MF.64+CX3CR1.gfp.VN#1,Macrophage,Vagus nerve,CD45+CX3CR1gfp+CD64+,none,Randolph,,none,none,000008550869_A10,A10,Peter Wang,Batch42,7364998,5206707,70.7,9595,15260,48.77245842,48.07689404,25.05624945,Contamination Analysis
V2#1,MF.64+CX3CR1.gfp.VN#2,Macrophage,Vagus nerve,CD45+CX3CR1gfp+CD64+,none,Randolph,,none,none,000008550869_B10,B10,Peter Wang,Batch42,9479481,7153907,75.47,11267,16023,59.42649464,64.29465507,21.20437046,Single replicate
Sp.RP.Mac#3,MF.64+MerTK+11blo.Sp#1,Macrophage,Spleen,CD45+ CD11blo CD64+ CD11c+ SiglecF+,none,Randolph,,none,none,000008550869_G08,G08,Kiwook Kim,Batch42,11927246,9008523,75.53,11548,17919,62.74672205,67.68234279,20.48466258,Contamination Analysis
Sp.RP.Mac#4,MF.64+MerTK+11blo.Sp#2,Macrophage,Spleen,CD45+ CD11blo CD64+ CD11c+ SiglecF+,none,Randolph,,none,none,000008550869_H08,H08,Kiwook Kim,Batch42,9916258,7585152,76.49,11233,17239,61.64032553,66.7383413,21.08012787,
Sp.RP.Mac#5,MF.64+MerTK+11blo.Sp#3,Macrophage,Spleen,CD45+ CD11blo CD64+ CD11c+ SiglecF+,none,Randolph,,none,none,000008550869_A09,A09,Kiwook Kim,Batch42,11152905,8288541,74.32,11557,17611,61.11192555,66.40672884,21.70232223,
Lu.AM#1,MF.alv.11c+64+SiglecF+.Lu#1,Macrophage,Lung,CD45+ CD11blo CD64+ CD11c+ SiglecF+,none,Randolph,,none,none,000008550869_D08,D08,Kiwook Kim,Batch42,5918557,4284094,72.38,9553,14180,57.9049217,62.70059865,22.83555736,
Lu.AM#2,MF.alv.11c+64+SiglecF+.Lu#2,Macrophage,Lung,CD45+ CD11blo CD64+ CD11c+ SiglecF+,none,Randolph,,none,none,000008550869_E08,E08,Kiwook Kim,Batch42,10420957,7694106,73.83,10316,15190,62.3114048,67.76227869,21.23031832,
Lu.AM#3,MF.alv.11c+64+SiglecF+.Lu#3,Macrophage,Lung,CD45+ CD11blo CD64+ CD11c+ SiglecF+,none,Randolph,,none,none,000008550869_F08,F08,Kiwook Kim,Batch42,7610050,5675688,74.58,10063,14525,59.23683602,64.64756834,22.49407853,
DRG1#1,MF.DRG#1,Macrophage,Dorsal root ganglia,CD45+CX3CR1gfp+CD64+,none,Randolph,,none,none,000008550869_B11,B11,Peter Wang,Batch42,8340650,6093617,73.06,10247,15579,51.08943022,51.69310714,24.26733148,
DRG2#1,MF.DRG#2,Macrophage,Dorsal root ganglia,CD45+CX3CR1gfp+CD64+,none,Randolph,,none,none,000008550869_C11,C11,Peter Wang,Batch42,5654824,4042712,71.49,9327,15039,44.46393371,41.51769846,25.03509007,TIN Median <45
DRG3#1,MF.DRG#3,Macrophage,Dorsal root ganglia,CD45+CX3CR1gfp+CD64+,none,Randolph,,none,none,000008550869_D11,D11,Peter Wang,Batch42,5791534,4284267,73.97,9284,14517,45.05469844,41.86581715,25.26787165,TIN Median <45
DRG4#1,MF.DRG#4,Macrophage,Dorsal root ganglia,CD45+CX3CR1gfp+CD64+,none,Randolph,,none,none,000008550869_E11,E11,Peter Wang,Batch42,11624175,8841951,76.07,11595,16996,62.20528458,66.91583657,20.09907888,
F1#1,MF.FC#1,Macrophage,Fascia,CD45+F4/80+CD64+,none,Randolph,,none,none,000008550869_C10,C10,Peter Wang,Batch42,4225385,3072362,72.71,9320,14371,48.30694441,48.57176337,23.91973944,
F2#1,MF.FC#2,Macrophage,Fascia,CD45+F4/80+CD64+,none,Randolph,,none,none,000008550869_D10,D10,Peter Wang,Batch42,3568116,2757948,77.29,8973,14127,46.77497747,47.448933,24.35262382,Replicate Analysis
F3#1,MF.FC#3,Macrophage,Fascia,CD45+F4/80+CD64+,none,Randolph,,none,none,000008550869_E10,E10,Peter Wang,Batch42,11887718,8781234,73.87,11483,16688,60.82428983,64.84699683,20.45546897,
MF.45lo.microglia.CNS#1,MF.microglia.CNS#1,Microglia,Brain,CD19-CD3-Ly6G-CD45loCD11b+ CD64+ F4/80loCD206-,none,Randolph,,none,none,SSF-2004_D10,D10,Kiwook Kim,Batch22,3381184,2464623,72.89,9346,15556,50.48737394,53.01706331,20.43087852,
MF.45lo.microglia.CNS#2,MF.microglia.CNS#2,Microglia,Brain,CD19-CD3-Ly6G-CD45loCD11b+ CD64+ F4/80loCD206-,none,Randolph,,none,none,SSF-2004_E10,E10,Kiwook Kim,Batch22,4862096,3720055,76.51,10176,16662,56.06003482,59.26241954,19.48041719,
MF.45lo.microglia.CNS#3,MF.microglia.CNS#3,Macrophage,Brain,CD45lo F4/80lo CD206lo CD11b+ CD64+,none,Randolph,,none,none,000008550869_B09,B09,Kiwook Kim,Batch42,11500733,9145602,79.52,11211,17296,62.6339962,67.83203795,20.72685781,
MF.45lo.microglia.CNS#4,MF.microglia.CNS#4,Macrophage,Brain,CD45lo F4/80lo CD206lo CD11b+ CD64+,none,Randolph,,none,none,000008550869_C09,C09,Kiwook Kim,Batch42,9231493,7366103,79.79,10717,15807,60.19213885,65.508513,21.90469255,
MF.45lo.microglia.CNS#5,MF.microglia.CNS#5,Macrophage,Brain,CD45lo F4/80lo CD206lo CD11b+ CD64+,none,Randolph,,none,none,000008550869_D09,D09,Kiwook Kim,Batch42,6486616,5142179,79.27,10181,15006,58.75101429,63.82877495,22.18476595,
MF.226+II+480lo.PC#2,MF.PC#25,Macrophage,Peritoneal Cavity,CD115+CD11b+F4/80loCD102loMHCII+CD226+,none,Randolph,480hi and 480lo samples accidentally swapped,none,none,SSF-2004_C10,C10,Kiwook Kim,Batch22,5732909,3996240,69.71,9978,17599,56.52793174,60.43818291,20.45567105,
MF.226+II+480lo.PC#1,MF.PC#26,Macrophage,Peritoneal Cavity,CD115+CD11b+F4/80loCD102loMHCII+CD226+,none,Randolph,480hi and 480lo samples accidentally swapped,none,none,SSF-2004_B10,B10,Kiwook Kim,Batch22,4935811,3423475,69.36,9691,17377,54.11016334,57.50388666,20.79768017,
PC.LPM#3,MF.PC#41,Macrophage,Peritoneal Cavity,CD11b+ CD115+ F4/80+ ICAM2+,none,Randolph,,none,none,000008550869_G05,G05,Kiwook Kim,Batch42,14669008,10690015,72.87,11200,17141,64.30257086,69.4907499,19.93833343,Replicate Analysis
PC.LPM#4,MF.PC#42,Macrophage,Peritoneal Cavity,CD11b+ CD115+ F4/80+ ICAM2+,none,Randolph,,none,none,000008550869_H05,H05,Kiwook Kim,Batch42,10423369,7622771,73.13,10373,15680,61.22858529,66.84397462,21.88975904,Replicate Analysis
PC.LPM#5,MF.PC#43,Macrophage,Peritoneal Cavity,CD11b+ CD115+ F4/80+ ICAM2+,none,Randolph,,none,none,000008550869_A06,A06,Kiwook Kim,Batch42,10164612,7229129,71.12,10542,16687,60.76979185,65.62703635,21.21849915,Replicate Analysis
SN1#1,MF.SN#1,Macrophage,Sciatic nerve,CD45+CX3CR1gfp+CD64+,none,Randolph,,none,none,000008550869_F10,F10,Peter Wang,Batch42,15869336,11494380,72.43,12589,20255,65.27237232,68.76549365,17.13261919,
SN2#1,MF.SN#2,Macrophage,Sciatic nerve,CD45+CX3CR1gfp+CD64+,none,Randolph,,none,none,000008550869_G10,G10,Peter Wang,Batch42,9434222,7047877,74.71,11216,16499,61.74692467,66.31068801,19.83128796,Replicate Analysis
SN3#1,MF.SN#3,Macrophage,Sciatic nerve,CD45+CX3CR1gfp+CD64+,none,Randolph,,none,none,000008550869_H10,H10,Peter Wang,Batch42,11305024,8467291,74.9,11664,19313,63.2166847,67.14725903,18.46230958,
SN4#1,MF.SN#4,Macrophage,Sciatic nerve,CD45+CX3CR1gfp+CD64+,none,Randolph,,none,none,000008550869_A11,A11,Peter Wang,Batch42,2266,1617,71.36,8,634,50.25438476,50.25438476,0,Total read pairs (<2million)
SC1,MG.SC#1,Microglia,Spil Cord,"45lo, Cx3cr1+, 64+",none,Randolph,,none,none,000008555669_G03,G03,Peter Wang,Batch43,17166702,12087258,70.41,12849,25284,59.28077705,62.41651623,18.08185826,
SC2,MG.SC#2,Microglia,Spil Cord,"45lo, Cx3cr1+, 64+",none,Randolph,,none,none,000008555669_H03,H03,Peter Wang,Batch43,11356915,8576402,75.52,11800,19313,57.47114002,60.27620004,18.77733624,
SC3,MG.SC#3,Microglia,Spil Cord,"45lo, Cx3cr1+, 64+",none,Randolph,,none,none,000008555669_A04,A04,Peter Wang,Batch43,10859088,7946761,73.18,11612,21042,56.55113468,59.69434987,18.8642588,
Mo.6C-.Bl#1,Mo.6C-.Bl#1,Monocyte,Blood,B220-CD3-Ly6G-CD45+CD115+CD11b+Ly6C-,none,Randolph,,none,none,SSF-2004_D09,D9,Kiwook Kim,Batch22,3809988,2443601,64.14,8774,19403,45.83889567,46.8244258,21.003984,
Mo.6C-.Bl#2,Mo.6C-.Bl#2,Monocyte,Blood,B220-CD3-Ly6G-CD45+CD115+CD11b+Ly6C-,none,Randolph,,none,none,SSF-2004_E09,E9,Kiwook Kim,Batch22,6731464,4525246,67.23,9970,22068,54.69215273,58.48898056,20.5901027,
Mo.6C-.Bl#3,Mo.6C-.Bl#6,Monocyte,Blood,11b+ 115+ Ly6c-,none,Randolph,,none,none,000008550869_G09,G09,Kiwook Kim,Batch42,13926285,10507946,75.45,10709,16103,63.82764533,69.08764994,20.30495702,Replicate Analysis
Mo.6C-.Bl#4,Mo.6C-.Bl#7,Monocyte,Blood,11b+ 115+ Ly6c-,none,Randolph,,none,none,000008550869_H09,H09,Kiwook Kim,Batch42,6396872,4871717,76.16,9541,14731,57.12392414,61.39696932,22.84257033,Replicate Analysis
Mo.6C+.Bl#1,Mo.6C+.Bl#1,Monocyte,Blood,B220-CD3-Ly6G-CD45+CD115+CD11b+Ly6C+,none,Randolph,,none,none,SSF-2004_B09,B9,Kiwook Kim,Batch22,7166920,4935468,68.86,10139,20561,56.99908148,61.29582714,20.56856333,
